old_date,latency,latencycount,date,
2010-01-03T03:00:00,03,4.1,2010-01-01T00:00:52
2010-01-03T04:00:00,04,4.0,2010-01-01T00:00:53
2010-01-03T05:00:00,05,3.9,2010-01-01T00:00:54
2010-01-03T06:00:00,06,3.9,2010-01-01T00:00:55
2010-01-03T07:00:00,07,3.9,2010-01-01T00:00:56
2010-01-03T08:00:00,08,3.9,2010-01-01T00:00:57
2010-01-03T09:00:00,09,4.3,2010-01-01T00:00:58
2010-01-03T10:00:00,10,4.8,2010-01-01T00:00:59
2010-01-03T11:00:00,11,5.4,2010-01-01T00:01:00
2010-01-03T12:00:00,12,6.1,2010-01-01T00:01:01
2010-01-03T13:00:00,13,6.5,2010-01-01T00:01:02
2010-01-03T14:00:00,14,6.7,2010-01-01T00:01:03
2010-01-03T15:00:00,15,6.6,2010-01-01T00:01:04
2010-01-03T16:00:00,16,6.2,2010-01-01T00:01:05
2010-01-03T17:00:00,17,5.7,2010-01-01T00:01:06
2010-01-03T18:00:00,18,5.3,2010-01-01T00:01:07
2010-01-03T19:00:00,19,5.2,2010-01-01T00:01:08
2010-01-03T20:00:00,20,5.1,2010-01-01T00:01:09
2010-01-03T21:00:00,21,4.9,2010-01-01T00:01:10
2010-01-03T22:00:00,22,4.8,2010-01-01T00:01:11
2010-01-03T23:00:00,23,4.6,2010-01-01T00:01:12
2010-01-04T00:00:00,00,4.4,2010-01-01T00:01:13
2010-01-04T01:00:00,01,4.3,2010-01-01T00:01:14
2010-01-04T02:00:00,02,4.2,2010-01-01T00:01:15
2010-01-04T03:00:00,03,4.2,2010-01-01T00:01:16
2010-01-04T04:00:00,04,4.1,2010-01-01T00:01:17
2010-01-04T05:00:00,05,4.0,2010-01-01T00:01:18
2010-01-04T06:00:00,06,4.1,2010-01-01T00:01:19
2010-01-04T07:00:00,07,4.0,2010-01-01T00:01:20
2010-01-04T08:00:00,08,4.0,2010-01-01T00:01:21
2010-01-04T09:00:00,09,4.3,2010-01-01T00:01:22
2010-01-04T10:00:00,10,4.9,2010-01-01T00:01:23
2010-01-04T11:00:00,11,5.5,2010-01-01T00:01:24
2010-01-04T12:00:00,12,6.1,2010-01-01T00:01:25
2010-01-04T13:00:00,13,6.5,2010-01-01T00:01:26
2010-01-04T14:00:00,14,6.7,2010-01-01T00:01:27
2010-01-04T15:00:00,15,6.7,2010-01-01T00:01:28
2010-01-04T16:00:00,16,6.3,2010-01-01T00:01:29
2010-01-04T17:00:00,17,5.7,2010-01-01T00:01:30
2010-01-04T18:00:00,18,5.4,2010-01-01T00:01:31
2010-01-04T19:00:00,19,5.3,2010-01-01T00:01:32
2010-01-04T20:00:00,20,5.2,2010-01-01T00:01:33
2010-01-04T21:00:00,21,5.0,2010-01-01T00:01:34
2010-01-04T22:00:00,22,4.9,2010-01-01T00:01:35
2010-01-04T23:00:00,23,4.7,2010-01-01T00:01:36
2010-01-05T00:00:00,00,4.5,2010-01-01T00:01:37
2010-01-05T01:00:00,01,4.4,2010-01-01T00:01:38
2010-01-05T02:00:00,02,4.3,2010-01-01T00:01:39
2010-01-05T03:00:00,03,4.3,2010-01-01T00:01:40
2010-01-05T04:00:00,04,4.2,2010-01-01T00:01:41
2010-01-05T05:00:00,05,4.1,2010-01-01T00:01:42
2010-01-05T06:00:00,06,4.1,2010-01-01T00:01:43
2010-01-05T07:00:00,07,4.1,2010-01-01T00:01:44
2010-01-05T08:00:00,08,4.1,2010-01-01T00:01:45
2010-01-05T09:00:00,09,4.4,2010-01-01T00:01:46
2010-01-05T10:00:00,10,5.0,2010-01-01T00:01:47
2010-01-05T11:00:00,11,5.6,2010-01-01T00:01:48
2010-01-05T12:00:00,12,6.3,2010-01-01T00:01:49
2010-01-05T13:00:00,13,6.6,2010-01-01T00:01:50
2010-01-05T14:00:00,14,6.8,2010-01-01T00:01:51
2010-01-05T15:00:00,15,6.8,2010-01-01T00:01:52
2010-01-05T16:00:00,16,6.4,2010-01-01T00:01:53
2010-01-05T17:00:00,17,5.9,2010-01-01T00:01:54
2010-01-05T18:00:00,18,5.6,2010-01-01T00:01:55
2010-01-05T19:00:00,19,5.4,2010-01-01T00:01:56
2010-01-05T20:00:00,20,5.3,2010-01-01T00:01:57
2010-01-05T21:00:00,21,5.2,2010-01-01T00:01:58
2010-01-05T22:00:00,22,5.1,2010-01-01T00:01:59
2010-01-05T23:00:00,23,4.9,2010-01-01T00:02:00
2010-01-06T00:00:00,00,4.7,2010-01-01T00:02:01
2010-01-06T01:00:00,01,4.6,2010-01-01T00:02:02
2010-01-06T02:00:00,02,4.5,2010-01-01T00:02:03
2010-01-06T03:00:00,03,4.4,2010-01-01T00:02:04
2010-01-06T04:00:00,04,4.3,2010-01-01T00:02:05
2010-01-06T05:00:00,05,4.2,2010-01-01T00:02:06
2010-01-06T06:00:00,06,4.2,2010-01-01T00:02:07
2010-01-06T07:00:00,07,4.2,2010-01-01T00:02:08
2010-01-06T08:00:00,08,4.2,2010-01-01T00:02:09
2010-01-06T09:00:00,09,4.6,2010-01-01T00:02:10
2010-01-06T10:00:00,10,5.1,2010-01-01T00:02:11
2010-01-06T11:00:00,11,5.7,2010-01-01T00:02:12
2010-01-06T12:00:00,12,6.4,2010-01-01T00:02:13
2010-01-06T13:00:00,13,6.8,2010-01-01T00:02:14
2010-01-06T14:00:00,14,7.0,2010-01-01T00:02:15
2010-01-06T15:00:00,15,6.9,2010-01-01T00:02:16
2010-01-06T16:00:00,16,6.6,2010-01-01T00:02:17
2010-01-06T17:00:00,17,5.9,2010-01-01T00:02:18
2010-01-06T18:00:00,18,5.7,2010-01-01T00:02:19
2010-01-06T19:00:00,19,5.5,2010-01-01T00:02:20
2010-01-06T20:00:00,20,5.4,2010-01-01T00:02:21
2010-01-06T21:00:00,21,5.2,2010-01-01T00:02:22
2010-01-06T22:00:00,22,5.1,2010-01-01T00:02:23
2010-01-06T23:00:00,23,4.9,2010-01-01T00:02:24
2010-01-07T00:00:00,00,4.7,2010-01-01T00:02:25
2010-01-07T01:00:00,01,4.7,2010-01-01T00:02:26
2010-01-07T02:00:00,02,4.6,2010-01-01T00:02:27
2010-01-07T03:00:00,03,4.4,2010-01-01T00:02:28
2010-01-07T04:00:00,04,4.3,2010-01-01T00:02:29
2010-01-07T05:00:00,05,4.2,2010-01-01T00:02:30
2010-01-07T06:00:00,06,4.3,2010-01-01T00:02:31
2010-01-07T07:00:00,07,4.3,2010-01-01T00:02:32
2010-01-07T08:00:00,08,4.3,2010-01-01T00:02:33
2010-01-07T09:00:00,09,4.6,2010-01-01T00:02:34
2010-01-07T10:00:00,10,5.2,2010-01-01T00:02:35
2010-01-07T11:00:00,11,5.8,2010-01-01T00:02:36
2010-01-07T12:00:00,12,6.4,2010-01-01T00:02:37
2010-01-07T13:00:00,13,6.8,2010-01-01T00:02:38
2010-01-07T14:00:00,14,7.1,2010-01-01T00:02:39
2010-01-07T15:00:00,15,6.9,2010-01-01T00:02:40
2010-01-07T16:00:00,16,6.6,2010-01-01T00:02:41
2010-01-07T17:00:00,17,6.0,2010-01-01T00:02:42
2010-01-07T18:00:00,18,5.7,2010-01-01T00:02:43
2010-01-07T19:00:00,19,5.5,2010-01-01T00:02:44
2010-01-07T20:00:00,20,5.4,2010-01-01T00:02:45
2010-01-07T21:00:00,21,5.2,2010-01-01T00:02:46
2010-01-07T22:00:00,22,5.1,2010-01-01T00:02:47
2010-01-07T23:00:00,23,4.9,2010-01-01T00:02:48
2010-01-08T00:00:00,00,4.8,2010-01-01T00:02:49
2010-01-08T01:00:00,01,4.7,2010-01-01T00:02:50
2010-01-08T02:00:00,02,4.6,2010-01-01T00:02:51
2010-01-08T03:00:00,03,4.4,2010-01-01T00:02:52
2010-01-08T04:00:00,04,4.3,2010-01-01T00:02:53
2010-01-08T05:00:00,05,4.2,2010-01-01T00:02:54
2010-01-08T06:00:00,06,4.3,2010-01-01T00:02:55
2010-01-08T07:00:00,07,4.2,2010-01-01T00:02:56
2010-01-08T08:00:00,08,4.2,2010-01-01T00:02:57
2010-01-08T09:00:00,09,4.6,2010-01-01T00:02:58
2010-01-08T10:00:00,10,5.2,2010-01-01T00:02:59
2010-01-08T11:00:00,11,5.8,2010-01-01T00:03:00
2010-01-08T12:00:00,12,6.4,2010-01-01T00:03:01
2010-01-08T13:00:00,13,6.8,2010-01-01T00:03:02
2010-01-08T14:00:00,14,7.1,2010-01-01T00:03:03
2010-01-08T15:00:00,15,7.0,2010-01-01T00:03:04
2010-01-08T16:00:00,16,6.6,2010-01-01T00:03:05
2010-01-08T17:00:00,17,6.0,2010-01-01T00:03:06
2010-01-08T18:00:00,18,5.7,2010-01-01T00:03:07
2010-01-08T19:00:00,19,5.6,2010-01-01T00:03:08
2010-01-08T20:00:00,20,5.4,2010-01-01T00:03:09
2010-01-08T21:00:00,21,5.2,2010-01-01T00:03:10
2010-01-08T22:00:00,22,5.1,2010-01-01T00:03:11
2010-01-08T23:00:00,23,4.9,2010-01-01T00:03:12
2010-01-09T00:00:00,00,4.8,2010-01-01T00:03:13
2010-01-09T01:00:00,01,4.6,2010-01-01T00:03:14
2010-01-09T02:00:00,02,4.5,2010-01-01T00:03:15
2010-01-09T03:00:00,03,4.4,2010-01-01T00:03:16
2010-01-09T04:00:00,04,4.3,2010-01-01T00:03:17
2010-01-09T05:00:00,05,4.2,2010-01-01T00:03:18
2010-01-09T06:00:00,06,4.2,2010-01-01T00:03:19
2010-01-09T07:00:00,07,4.2,2010-01-01T00:03:20
2010-01-09T08:00:00,08,4.2,2010-01-01T00:03:21
2010-01-09T09:00:00,09,4.5,2010-01-01T00:03:22
2010-01-09T10:00:00,10,5.1,2010-01-01T00:03:23
2010-01-09T11:00:00,11,5.8,2010-01-01T00:03:24
2010-01-09T12:00:00,12,6.4,2010-01-01T00:03:25
2010-01-09T13:00:00,13,6.8,2010-01-01T00:03:26
2010-01-09T14:00:00,14,7.1,2010-01-01T00:03:27
2010-01-09T15:00:00,15,7.0,2010-01-01T00:03:28
2010-01-09T16:00:00,16,6.7,2010-01-01T00:03:29
2010-01-09T17:00:00,17,6.0,2010-01-01T00:03:30
2010-01-09T18:00:00,18,5.7,2010-01-01T00:03:31
2010-01-09T19:00:00,19,5.6,2010-01-01T00:03:32
2010-01-09T20:00:00,20,5.4,2010-01-01T00:03:33
2010-01-09T21:00:00,21,5.2,2010-01-01T00:03:34
2010-01-09T22:00:00,22,5.1,2010-01-01T00:03:35
2010-01-09T23:00:00,23,4.9,2010-01-01T00:03:36
2010-01-10T00:00:00,00,4.8,2010-01-01T00:03:37
2010-01-10T01:00:00,01,4.6,2010-01-01T00:03:38
2010-01-10T02:00:00,02,4.5,2010-01-01T00:03:39
2010-01-10T03:00:00,03,4.4,2010-01-01T00:03:40
2010-01-10T04:00:00,04,4.2,2010-01-01T00:03:41
2010-01-10T05:00:00,05,4.1,2010-01-01T00:03:42
2010-01-10T06:00:00,06,4.2,2010-01-01T00:03:43
2010-01-10T07:00:00,07,4.2,2010-01-01T00:03:44
2010-01-10T08:00:00,08,4.2,2010-01-01T00:03:45
2010-01-10T09:00:00,09,4.5,2010-01-01T00:03:46
2010-01-10T10:00:00,10,5.1,2010-01-01T00:03:47
2010-01-10T11:00:00,11,5.7,2010-01-01T00:03:48
2010-01-10T12:00:00,12,6.4,2010-01-01T00:03:49
2010-01-10T13:00:00,13,6.8,2010-01-01T00:03:50
2010-01-10T14:00:00,14,7.1,2010-01-01T00:03:51
2010-01-10T15:00:00,15,7.0,2010-01-01T00:03:52
2010-01-10T16:00:00,16,6.7,2010-01-01T00:03:53
2010-01-10T17:00:00,17,6.0,2010-01-01T00:03:54
2010-01-10T18:00:00,18,5.7,2010-01-01T00:03:55
2010-01-10T19:00:00,19,5.6,2010-01-01T00:03:56
2010-01-10T20:00:00,20,5.4,2010-01-01T00:03:57
2010-01-10T21:00:00,21,5.3,2010-01-01T00:03:58
2010-01-10T22:00:00,22,5.1,2010-01-01T00:03:59
2010-01-10T23:00:00,23,5.0,2010-01-01T00:04:00
2010-01-11T00:00:00,00,4.8,2010-01-01T00:04:01
2010-01-11T01:00:00,01,4.6,2010-01-01T00:04:02
2010-01-11T02:00:00,02,4.5,2010-01-01T00:04:03
2010-01-11T03:00:00,03,4.4,2010-01-01T00:04:04
2010-01-11T04:00:00,04,4.3,2010-01-01T00:04:05
2010-01-11T05:00:00,05,4.2,2010-01-01T00:04:06
2010-01-11T06:00:00,06,4.2,2010-01-01T00:04:07
2010-01-11T07:00:00,07,4.2,2010-01-01T00:04:08
2010-01-11T08:00:00,08,4.2,2010-01-01T00:04:09
2010-01-11T09:00:00,09,4.5,2010-01-01T00:04:10
2010-01-11T10:00:00,10,5.1,2010-01-01T00:04:11
2010-01-11T11:00:00,11,5.8,2010-01-01T00:04:12
2010-01-11T12:00:00,12,6.4,2010-01-01T00:04:13
2010-01-11T13:00:00,13,6.9,2010-01-01T00:04:14
2010-01-11T14:00:00,14,7.1,2010-01-01T00:04:15
2010-01-11T15:00:00,15,7.1,2010-01-01T00:04:16
2010-01-11T16:00:00,16,6.7,2010-01-01T00:04:17
2010-01-11T17:00:00,17,6.1,2010-01-01T00:04:18
2010-01-11T18:00:00,18,5.7,2010-01-01T00:04:19
2010-01-11T19:00:00,19,5.6,2010-01-01T00:04:20
2010-01-11T20:00:00,20,5.5,2010-01-01T00:04:21
2010-01-11T21:00:00,21,5.3,2010-01-01T00:04:22
2010-01-11T22:00:00,22,5.2,2010-01-01T00:04:23
2010-01-11T23:00:00,23,5.1,2010-01-01T00:04:24
2010-01-12T00:00:00,00,4.8,2010-01-01T00:04:25
2010-01-12T01:00:00,01,4.7,2010-01-01T00:04:26
2010-01-12T02:00:00,02,4.6,2010-01-01T00:04:27
2010-01-12T03:00:00,03,4.4,2010-01-01T00:04:28
2010-01-12T04:00:00,04,4.3,2010-01-01T00:04:29
2010-01-12T05:00:00,05,4.2,2010-01-01T00:04:30
2010-01-12T06:00:00,06,4.2,2010-01-01T00:04:31
2010-01-12T07:00:00,07,4.2,2010-01-01T00:04:32
2010-01-12T08:00:00,08,4.2,2010-01-01T00:04:33
2010-01-12T09:00:00,09,4.5,2010-01-01T00:04:34
2010-01-12T10:00:00,10,5.2,2010-01-01T00:04:35
2010-01-12T11:00:00,11,5.8,2010-01-01T00:04:36
2010-01-12T12:00:00,12,6.4,2010-01-01T00:04:37
2010-01-12T13:00:00,13,6.9,2010-01-01T00:04:38
2010-01-12T14:00:00,14,7.2,2010-01-01T00:04:39
2010-01-12T15:00:00,15,7.2,2010-01-01T00:04:40
2010-01-12T16:00:00,16,6.8,2010-01-01T00:04:41
2010-01-12T17:00:00,17,6.1,2010-01-01T00:04:42
2010-01-12T18:00:00,18,5.8,2010-01-01T00:04:43
2010-01-12T19:00:00,19,5.7,2010-01-01T00:04:44
2010-01-12T20:00:00,20,5.6,2010-01-01T00:04:45
2010-01-12T21:00:00,21,5.3,2010-01-01T00:04:46
2010-01-12T22:00:00,22,5.2,2010-01-01T00:04:47
2010-01-12T23:00:00,23,5.1,2010-01-01T00:04:48
2010-01-13T00:00:00,00,4.8,2010-01-01T00:04:49
2010-01-13T01:00:00,01,4.7,2010-01-01T00:04:50
2010-01-13T02:00:00,02,4.6,2010-01-01T00:04:51
2010-01-13T03:00:00,03,4.4,2010-01-01T00:04:52
2010-01-13T04:00:00,04,4.3,2010-01-01T00:04:53
2010-01-13T05:00:00,05,4.2,2010-01-01T00:04:54
2010-01-13T06:00:00,06,4.3,2010-01-01T00:04:55
2010-01-13T07:00:00,07,4.2,2010-01-01T00:04:56
2010-01-13T08:00:00,08,4.3,2010-01-01T00:04:57
2010-01-13T09:00:00,09,4.6,2010-01-01T00:04:58
2010-01-13T10:00:00,10,5.2,2010-01-01T00:04:59
2010-01-13T11:00:00,11,5.9,2010-01-01T00:05:00
2010-01-13T12:00:00,12,6.6,2010-01-01T00:05:01
2010-01-13T13:00:00,13,7.0,2010-01-01T00:05:02
2010-01-13T14:00:00,14,7.3,2010-01-01T00:05:03
2010-01-13T15:00:00,15,7.3,2010-01-01T00:05:04
2010-01-13T16:00:00,16,6.9,2010-01-01T00:05:05
2010-01-13T17:00:00,17,6.3,2010-01-01T00:05:06
2010-01-13T18:00:00,18,5.9,2010-01-01T00:05:07
2010-01-13T19:00:00,19,5.8,2010-01-01T00:05:08
2010-01-13T20:00:00,20,5.7,2010-01-01T00:05:09
2010-01-13T21:00:00,21,5.4,2010-01-01T00:05:10
2010-01-13T22:00:00,22,5.3,2010-01-01T00:05:11
2010-01-13T23:00:00,23,5.2,2010-01-01T00:05:12
2010-01-14T00:00:00,00,4.9,2010-01-01T00:05:13
2010-01-14T01:00:00,01,4.8,2010-01-01T00:05:14
2010-01-14T02:00:00,02,4.7,2010-01-01T00:05:15
2010-01-14T03:00:00,03,4.6,2010-01-01T00:05:16
2010-01-14T04:00:00,04,4.4,2010-01-01T00:05:17
2010-01-14T05:00:00,05,4.3,2010-01-01T00:05:18
2010-01-14T06:00:00,06,4.3,2010-01-01T00:05:19
2010-01-14T07:00:00,07,4.3,2010-01-01T00:05:20
2010-01-14T08:00:00,08,4.3,2010-01-01T00:05:21
2010-01-14T09:00:00,09,4.7,2010-01-01T00:05:22
2010-01-14T10:00:00,10,5.3,2010-01-01T00:05:23
2010-01-14T11:00:00,11,6.0,2010-01-01T00:05:24
2010-01-14T12:00:00,12,6.6,2010-01-01T00:05:25
2010-01-14T13:00:00,13,7.1,2010-01-01T00:05:26
2010-01-14T14:00:00,14,7.3,2010-01-01T00:05:27
2010-01-14T15:00:00,15,7.3,2010-01-01T00:05:28
2010-01-14T16:00:00,16,7.0,2010-01-01T00:05:29
2010-01-14T17:00:00,17,6.3,2010-01-01T00:05:30
2010-01-14T18:00:00,18,5.9,2010-01-01T00:05:31
2010-01-14T19:00:00,19,5.8,2010-01-01T00:05:32
2010-01-14T20:00:00,20,5.6,2010-01-01T00:05:33
2010-01-14T21:00:00,21,5.4,2010-01-01T00:05:34
2010-01-14T22:00:00,22,5.3,2010-01-01T00:05:35
2010-01-14T23:00:00,23,5.2,2010-01-01T00:05:36
2010-01-15T00:00:00,00,5.0,2010-01-01T00:05:37
2010-01-15T01:00:00,01,4.8,2010-01-01T00:05:38
2010-01-15T02:00:00,02,4.7,2010-01-01T00:05:39
2010-01-15T03:00:00,03,4.6,2010-01-01T00:05:40
2010-01-15T04:00:00,04,4.4,2010-01-01T00:05:41
2010-01-15T05:00:00,05,4.3,2010-01-01T00:05:42
2010-01-15T06:00:00,06,4.3,2010-01-01T00:05:43
2010-01-15T07:00:00,07,4.3,2010-01-01T00:05:44
2010-01-15T08:00:00,08,4.3,2010-01-01T00:05:45
2010-01-15T09:00:00,09,4.7,2010-01-01T00:05:46
2010-01-15T10:00:00,10,5.2,2010-01-01T00:05:47
2010-01-15T11:00:00,11,6.0,2010-01-01T00:05:48
2010-01-15T12:00:00,12,6.6,2010-01-01T00:05:49
2010-01-15T13:00:00,13,7.1,2010-01-01T00:05:50
2010-01-15T14:00:00,14,7.3,2010-01-01T00:05:51
2010-01-15T15:00:00,15,7.3,2010-01-01T00:05:52
2010-01-15T16:00:00,16,7.0,2010-01-01T00:05:53
2010-01-15T17:00:00,17,6.3,2010-01-01T00:05:54
2010-01-15T18:00:00,18,5.9,2010-01-01T00:05:55
2010-01-15T19:00:00,19,5.8,2010-01-01T00:05:56
2010-01-15T20:00:00,20,5.7,2010-01-01T00:05:57
2010-01-15T21:00:00,21,5.4,2010-01-01T00:05:58
2010-01-15T22:00:00,22,5.3,2010-01-01T00:05:59
2010-01-15T23:00:00,23,5.2,2010-01-01T00:06:00
2010-01-16T00:00:00,00,5.0,2010-01-01T00:06:01
2010-01-16T01:00:00,01,4.8,2010-01-01T00:06:02
2010-01-16T02:00:00,02,4.7,2010-01-01T00:06:03
2010-01-16T03:00:00,03,4.6,2010-01-01T00:06:04
2010-01-16T04:00:00,04,4.4,2010-01-01T00:06:05
2010-01-16T05:00:00,05,4.3,2010-01-01T00:06:06
2010-01-16T06:00:00,06,4.3,2010-01-01T00:06:07
2010-01-16T07:00:00,07,4.3,2010-01-01T00:06:08
2010-01-16T08:00:00,08,4.3,2010-01-01T00:06:09
2010-01-16T09:00:00,09,4.7,2010-01-01T00:06:10
2010-01-16T10:00:00,10,5.3,2010-01-01T00:06:11
2010-01-16T11:00:00,11,6.0,2010-01-01T00:06:12
2010-01-16T12:00:00,12,6.6,2010-01-01T00:06:13
2010-01-16T13:00:00,13,7.1,2010-01-01T00:06:14
2010-01-16T14:00:00,14,7.4,2010-01-01T00:06:15
2010-01-16T15:00:00,15,7.4,2010-01-01T00:06:16
2010-01-16T16:00:00,16,7.1,2010-01-01T00:06:17
2010-01-16T17:00:00,17,6.3,2010-01-01T00:06:18
2010-01-16T18:00:00,18,5.9,2010-01-01T00:06:19
2010-01-16T19:00:00,19,5.8,2010-01-01T00:06:20
2010-01-16T20:00:00,20,5.7,2010-01-01T00:06:21
2010-01-16T21:00:00,21,5.4,2010-01-01T00:06:22
2010-01-16T22:00:00,22,5.3,2010-01-01T00:06:23
2010-01-16T23:00:00,23,5.2,2010-01-01T00:06:24
2010-01-17T00:00:00,00,5.0,2010-01-01T00:06:25
2010-01-17T01:00:00,01,4.8,2010-01-01T00:06:26
2010-01-17T02:00:00,02,4.7,2010-01-01T00:06:27
2010-01-17T03:00:00,03,4.6,2010-01-01T00:06:28
2010-01-17T04:00:00,04,4.4,2010-01-01T00:06:29
2010-01-17T05:00:00,05,4.3,2010-01-01T00:06:30
2010-01-17T06:00:00,06,4.3,2010-01-01T00:06:31
2010-01-17T07:00:00,07,4.3,2010-01-01T00:06:32
2010-01-17T08:00:00,08,4.3,2010-01-01T00:06:33
2010-01-17T09:00:00,09,4.7,2010-01-01T00:06:34
2010-01-17T10:00:00,10,5.3,2010-01-01T00:06:35
2010-01-17T11:00:00,11,6.0,2010-01-01T00:06:36
2010-01-17T12:00:00,12,6.6,2010-01-01T00:06:37
2010-01-17T13:00:00,13,7.1,2010-01-01T00:06:38
2010-01-17T14:00:00,14,7.4,2010-01-01T00:06:39
2010-01-17T15:00:00,15,7.4,2010-01-01T00:06:40
2010-01-17T16:00:00,16,7.1,2010-01-01T00:06:41
2010-01-17T17:00:00,17,6.4,2010-01-01T00:06:42
2010-01-17T18:00:00,18,6.0,2010-01-01T00:06:43
2010-01-17T19:00:00,19,5.8,2010-01-01T00:06:44
2010-01-17T20:00:00,20,5.7,2010-01-01T00:06:45
2010-01-17T21:00:00,21,5.4,2010-01-01T00:06:46
2010-01-17T22:00:00,22,5.3,2010-01-01T00:06:47
2010-01-17T23:00:00,23,5.2,2010-01-01T00:06:48
2010-01-18T00:00:00,00,5.0,2010-01-01T00:06:49
2010-01-18T01:00:00,01,4.8,2010-01-01T00:06:50
2010-01-18T02:00:00,02,4.7,2010-01-01T00:06:51
2010-01-18T03:00:00,03,4.6,2010-01-01T00:06:52
2010-01-18T04:00:00,04,4.3,2010-01-01T00:06:53
2010-01-18T05:00:00,05,4.3,2010-01-01T00:06:54
2010-01-18T06:00:00,06,4.3,2010-01-01T00:06:55
2010-01-18T07:00:00,07,4.3,2010-01-01T00:06:56
2010-01-18T08:00:00,08,4.3,2010-01-01T00:06:57
2010-01-18T09:00:00,09,4.6,2010-01-01T00:06:58
2010-01-18T10:00:00,10,5.3,2010-01-01T00:06:59
2010-01-18T11:00:00,11,6.0,2010-01-01T00:07:00
2010-01-18T12:00:00,12,6.6,2010-01-01T00:07:01
2010-01-18T13:00:00,13,7.1,2010-01-01T00:07:02
2010-01-18T14:00:00,14,7.4,2010-01-01T00:07:03
2010-01-18T15:00:00,15,7.4,2010-01-01T00:07:04
2010-01-18T16:00:00,16,7.1,2010-01-01T00:07:05
2010-01-18T17:00:00,17,6.4,2010-01-01T00:07:06
2010-01-18T18:00:00,18,6.0,2010-01-01T00:07:07
2010-01-18T19:00:00,19,5.8,2010-01-01T00:07:08
2010-01-18T20:00:00,20,5.6,2010-01-01T00:07:09
2010-01-18T21:00:00,21,5.4,2010-01-01T00:07:10
2010-01-18T22:00:00,22,5.3,2010-01-01T00:07:11
2010-01-18T23:00:00,23,5.2,2010-01-01T00:07:12
2010-01-19T00:00:00,00,5.0,2010-01-01T00:07:13
2010-01-19T01:00:00,01,4.7,2010-01-01T00:07:14
2010-01-19T02:00:00,02,4.6,2010-01-01T00:07:15
2010-01-19T03:00:00,03,4.5,2010-01-01T00:07:16
